Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,Borough
177973,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,409,Southeast Queens,Summer 2013,06/01/2013,9.75,,Queens
177974,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,410,Rockaways,Summer 2013,06/01/2013,9.45,,Queens
177975,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,501,Port Richmond,Summer 2013,06/01/2013,9.57,,Staten Island
177976,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,502,Stapleton - St. George,Summer 2013,06/01/2013,9.34,,Staten Island
177977,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Summer 2013,06/01/2013,9.53,,Staten Island
177978,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Summer 2013,06/01/2013,9.13,,Staten Island
178399,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Annual Average 2009,12/01/2008,11.03,,Bronx
178400,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,102,Northeast Bronx,Annual Average 2009,12/01/2008,10.68,,Bronx
178401,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,103,Fordham - Bronx Pk,Annual Average 2009,12/01/2008,11.1,,Bronx
179163,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Citywide,1,New York City,Summer 2009,06/01/2009,10.7,,Manhattan
178402,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,104,Pelham - Throgs Neck,Annual Average 2009,12/01/2008,10.59,,Bronx
178403,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,105,Crotona -Tremont,Annual Average 2009,12/01/2008,11.76,,Bronx
178404,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,106,High Bridge - Morrisania,Annual Average 2009,12/01/2008,11.8,,Bronx
178405,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,107,Hunts Point - Mott Haven,Annual Average 2009,12/01/2008,11.45,,Bronx
178406,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,201,Greenpoint,Annual Average 2009,12/01/2008,11.93,,Brooklyn
178407,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,202,Downtown - Heights - Slope,Annual Average 2009,12/01/2008,11.5,,Others Boroughs
178408,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2009,12/01/2008,10.75,,Brooklyn
178409,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,204,East New York,Annual Average 2009,12/01/2008,10.6,,Others Boroughs
178410,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,205,Sunset Park,Annual Average 2009,12/01/2008,11.04,,Brooklyn
178411,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,206,Borough Park,Annual Average 2009,12/01/2008,10.27,,Others Boroughs
178412,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,207,East Flatbush - Flatbush,Annual Average 2009,12/01/2008,10.47,,Others Boroughs
178413,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,208,Canarsie - Flatlands,Annual Average 2009,12/01/2008,9.85,,Others Boroughs
178414,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2009,12/01/2008,9.91,,Brooklyn
178415,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2009,12/01/2008,9.55,,Brooklyn
178416,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,211,Williamsburg - Bushwick,Annual Average 2009,12/01/2008,11.36,,Brooklyn
178417,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,301,Washington Heights,Annual Average 2009,12/01/2008,11.55,,Manhattan
178418,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2009,12/01/2008,11.6,,Manhattan
178419,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,303,East Harlem,Annual Average 2009,12/01/2008,11.55,,Manhattan
178420,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,304,Upper West Side,Annual Average 2009,12/01/2008,12.18,,Manhattan
178421,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,305,Upper East Side,Annual Average 2009,12/01/2008,12.88,,Manhattan
178422,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,306,Chelsea - Clinton,Annual Average 2009,12/01/2008,14.24,,Manhattan
178423,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2009,12/01/2008,15.03,,Others Boroughs
178424,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,308,Greenwich Village - SoHo,Annual Average 2009,12/01/2008,12.75,,Manhattan
178425,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,309,Union Square - Lower East Side,Annual Average 2009,12/01/2008,12.08,,Manhattan
178426,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,310,Lower Manhattan,Annual Average 2009,12/01/2008,13.06,,Manhattan
178427,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Annual Average 2009,12/01/2008,11.4,,Queens
178428,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Annual Average 2009,12/01/2008,10.99,,Queens
178429,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Annual Average 2009,12/01/2008,10.16,,Queens
178430,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,404,Bayside - Little Neck,Annual Average 2009,12/01/2008,9.72,,Queens
178431,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,405,Ridgewood - Forest Hills,Annual Average 2009,12/01/2008,10.44,,Queens
178432,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,406,Fresh Meadows,Annual Average 2009,12/01/2008,10.0,,Queens
178433,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,407,Southwest Queens,Annual Average 2009,12/01/2008,9.96,,Queens
178434,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,408,Jamaica,Annual Average 2009,12/01/2008,9.95,,Queens
178435,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,409,Southeast Queens,Annual Average 2009,12/01/2008,9.35,,Queens
178436,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,410,Rockaways,Annual Average 2009,12/01/2008,8.75,,Queens
178437,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,501,Port Richmond,Annual Average 2009,12/01/2008,10.22,,Staten Island
178438,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,502,Stapleton - St. George,Annual Average 2009,12/01/2008,9.63,,Staten Island
178439,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Annual Average 2009,12/01/2008,10.1,,Staten Island
178440,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Annual Average 2009,12/01/2008,9.63,,Staten Island
178441,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Annual Average 2010,12/01/2009,10.09,,Bronx
178442,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,102,Northeast Bronx,Annual Average 2010,12/01/2009,9.65,,Bronx
178443,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,103,Fordham - Bronx Pk,Annual Average 2010,12/01/2009,10.26,,Bronx
178444,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,104,Pelham - Throgs Neck,Annual Average 2010,12/01/2009,9.68,,Bronx
178445,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,105,Crotona -Tremont,Annual Average 2010,12/01/2009,10.99,,Bronx
178446,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,106,High Bridge - Morrisania,Annual Average 2010,12/01/2009,11.0,,Bronx
178447,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,107,Hunts Point - Mott Haven,Annual Average 2010,12/01/2009,10.48,,Bronx
178448,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,201,Greenpoint,Annual Average 2010,12/01/2009,10.57,,Brooklyn
178449,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,202,Downtown - Heights - Slope,Annual Average 2010,12/01/2009,10.49,,Others Boroughs
178450,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2010,12/01/2009,9.93,,Brooklyn
178451,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,204,East New York,Annual Average 2010,12/01/2009,9.79,,Others Boroughs
178452,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,205,Sunset Park,Annual Average 2010,12/01/2009,10.21,,Brooklyn
178453,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,206,Borough Park,Annual Average 2010,12/01/2009,9.61,,Others Boroughs
178454,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,207,East Flatbush - Flatbush,Annual Average 2010,12/01/2009,9.8,,Others Boroughs
178455,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,208,Canarsie - Flatlands,Annual Average 2010,12/01/2009,9.12,,Others Boroughs
178456,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2010,12/01/2009,9.18,,Brooklyn
178457,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2010,12/01/2009,8.89,,Brooklyn
178458,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,211,Williamsburg - Bushwick,Annual Average 2010,12/01/2009,10.33,,Brooklyn
178459,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,301,Washington Heights,Annual Average 2010,12/01/2009,10.71,,Manhattan
178460,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2010,12/01/2009,10.62,,Manhattan
178461,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,303,East Harlem,Annual Average 2010,12/01/2009,10.41,,Manhattan
178462,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,304,Upper West Side,Annual Average 2010,12/01/2009,11.01,,Manhattan
178463,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,305,Upper East Side,Annual Average 2010,12/01/2009,11.83,,Manhattan
178464,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,306,Chelsea - Clinton,Annual Average 2010,12/01/2009,13.21,,Manhattan
178465,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2010,12/01/2009,14.24,,Others Boroughs
178466,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,308,Greenwich Village - SoHo,Annual Average 2010,12/01/2009,11.56,,Manhattan
178467,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,309,Union Square - Lower East Side,Annual Average 2010,12/01/2009,10.87,,Manhattan
178468,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,310,Lower Manhattan,Annual Average 2010,12/01/2009,12.19,,Manhattan
178469,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Annual Average 2010,12/01/2009,10.05,,Queens
178470,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Annual Average 2010,12/01/2009,9.89,,Queens
178471,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Annual Average 2010,12/01/2009,9.34,,Queens
178472,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,404,Bayside - Little Neck,Annual Average 2010,12/01/2009,8.98,,Queens
178473,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,405,Ridgewood - Forest Hills,Annual Average 2010,12/01/2009,9.52,,Queens
178474,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,406,Fresh Meadows,Annual Average 2010,12/01/2009,9.25,,Queens
178475,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,407,Southwest Queens,Annual Average 2010,12/01/2009,9.19,,Queens
178476,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,408,Jamaica,Annual Average 2010,12/01/2009,9.25,,Queens
178477,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,409,Southeast Queens,Annual Average 2010,12/01/2009,8.65,,Queens
178478,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,410,Rockaways,Annual Average 2010,12/01/2009,7.99,,Queens
178479,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,501,Port Richmond,Annual Average 2010,12/01/2009,9.02,,Staten Island
178480,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,502,Stapleton - St. George,Annual Average 2010,12/01/2009,8.64,,Staten Island
178481,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Annual Average 2010,12/01/2009,8.99,,Staten Island
178482,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Annual Average 2010,12/01/2009,8.71,,Staten Island
178483,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Annual Average 2011,12/01/2010,10.65,,Bronx
178484,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,102,Northeast Bronx,Annual Average 2011,12/01/2010,10.48,,Bronx
178485,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,103,Fordham - Bronx Pk,Annual Average 2011,12/01/2010,10.77,,Bronx
178486,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,104,Pelham - Throgs Neck,Annual Average 2011,12/01/2010,10.5,,Bronx
178487,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,105,Crotona -Tremont,Annual Average 2011,12/01/2010,11.45,,Bronx
178488,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,106,High Bridge - Morrisania,Annual Average 2011,12/01/2010,11.44,,Bronx
178489,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,107,Hunts Point - Mott Haven,Annual Average 2011,12/01/2010,11.24,,Bronx
178490,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,201,Greenpoint,Annual Average 2011,12/01/2010,11.51,,Brooklyn
178491,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,202,Downtown - Heights - Slope,Annual Average 2011,12/01/2010,11.14,,Others Boroughs
178492,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2011,12/01/2010,10.29,,Brooklyn
178493,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,204,East New York,Annual Average 2011,12/01/2010,10.09,,Others Boroughs
178494,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,205,Sunset Park,Annual Average 2011,12/01/2010,10.84,,Brooklyn
178495,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,206,Borough Park,Annual Average 2011,12/01/2010,10.07,,Others Boroughs
178496,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,207,East Flatbush - Flatbush,Annual Average 2011,12/01/2010,10.15,,Others Boroughs
178497,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,208,Canarsie - Flatlands,Annual Average 2011,12/01/2010,9.55,,Others Boroughs
178498,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2011,12/01/2010,9.78,,Brooklyn
178499,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2011,12/01/2010,9.44,,Brooklyn
178500,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,211,Williamsburg - Bushwick,Annual Average 2011,12/01/2010,10.88,,Brooklyn
178501,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,301,Washington Heights,Annual Average 2011,12/01/2010,11.12,,Manhattan
178502,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2011,12/01/2010,11.13,,Manhattan
178503,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,303,East Harlem,Annual Average 2011,12/01/2010,11.12,,Manhattan
178504,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,304,Upper West Side,Annual Average 2011,12/01/2010,11.49,,Manhattan
178505,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,305,Upper East Side,Annual Average 2011,12/01/2010,12.1,,Manhattan
178506,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,306,Chelsea - Clinton,Annual Average 2011,12/01/2010,13.27,,Manhattan
178507,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2011,12/01/2010,13.93,,Others Boroughs
178508,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,308,Greenwich Village - SoHo,Annual Average 2011,12/01/2010,12.04,,Manhattan
178509,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,309,Union Square - Lower East Side,Annual Average 2011,12/01/2010,11.44,,Manhattan
178510,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,310,Lower Manhattan,Annual Average 2011,12/01/2010,12.28,,Manhattan
178511,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Annual Average 2011,12/01/2010,11.02,,Queens
178512,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Annual Average 2011,12/01/2010,10.6,,Queens
178513,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Annual Average 2011,12/01/2010,10.05,,Queens
178514,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,404,Bayside - Little Neck,Annual Average 2011,12/01/2010,9.71,,Queens
178515,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,405,Ridgewood - Forest Hills,Annual Average 2011,12/01/2010,9.95,,Queens
178516,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,406,Fresh Meadows,Annual Average 2011,12/01/2010,9.74,,Queens
178517,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,407,Southwest Queens,Annual Average 2011,12/01/2010,9.43,,Queens
178518,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,408,Jamaica,Annual Average 2011,12/01/2010,9.57,,Queens
178519,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,409,Southeast Queens,Annual Average 2011,12/01/2010,9.17,,Queens
178520,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,410,Rockaways,Annual Average 2011,12/01/2010,8.44,,Queens
178521,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,501,Port Richmond,Annual Average 2011,12/01/2010,9.73,,Staten Island
178522,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,502,Stapleton - St. George,Annual Average 2011,12/01/2010,9.36,,Staten Island
178523,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Annual Average 2011,12/01/2010,9.63,,Staten Island
178524,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Annual Average 2011,12/01/2010,9.29,,Staten Island
178525,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Annual Average 2012,12/01/2011,9.27,,Bronx
178526,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,102,Northeast Bronx,Annual Average 2012,12/01/2011,9.11,,Bronx
178527,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,103,Fordham - Bronx Pk,Annual Average 2012,12/01/2011,9.47,,Bronx
178528,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,104,Pelham - Throgs Neck,Annual Average 2012,12/01/2011,9.23,,Bronx
178529,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,105,Crotona -Tremont,Annual Average 2012,12/01/2011,10.22,,Bronx
178530,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,106,High Bridge - Morrisania,Annual Average 2012,12/01/2011,10.26,,Bronx
178531,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,107,Hunts Point - Mott Haven,Annual Average 2012,12/01/2011,10.02,,Bronx
178532,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,201,Greenpoint,Annual Average 2012,12/01/2011,10.27,,Brooklyn
178533,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,202,Downtown - Heights - Slope,Annual Average 2012,12/01/2011,9.9,,Others Boroughs
178534,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2012,12/01/2011,9.13,,Brooklyn
178535,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,204,East New York,Annual Average 2012,12/01/2011,8.94,,Others Boroughs
178536,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,205,Sunset Park,Annual Average 2012,12/01/2011,9.59,,Brooklyn
178537,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,206,Borough Park,Annual Average 2012,12/01/2011,8.89,,Others Boroughs
178538,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,207,East Flatbush - Flatbush,Annual Average 2012,12/01/2011,8.98,,Others Boroughs
178539,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,208,Canarsie - Flatlands,Annual Average 2012,12/01/2011,8.37,,Others Boroughs
178540,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2012,12/01/2011,8.6,,Brooklyn
178541,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2012,12/01/2011,8.3,,Brooklyn
178542,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,211,Williamsburg - Bushwick,Annual Average 2012,12/01/2011,9.7,,Brooklyn
178543,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,301,Washington Heights,Annual Average 2012,12/01/2011,9.89,,Manhattan
178544,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2012,12/01/2011,9.99,,Manhattan
178545,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,303,East Harlem,Annual Average 2012,12/01/2011,9.98,,Manhattan
178546,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,304,Upper West Side,Annual Average 2012,12/01/2011,10.46,,Manhattan
178547,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,305,Upper East Side,Annual Average 2012,12/01/2011,11.19,,Manhattan
178548,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,306,Chelsea - Clinton,Annual Average 2012,12/01/2011,12.42,,Manhattan
178549,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2012,12/01/2011,13.23,,Others Boroughs
178550,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,308,Greenwich Village - SoHo,Annual Average 2012,12/01/2011,10.99,,Manhattan
178551,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,309,Union Square - Lower East Side,Annual Average 2012,12/01/2011,10.35,,Manhattan
178552,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,310,Lower Manhattan,Annual Average 2012,12/01/2011,11.32,,Manhattan
178553,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Annual Average 2012,12/01/2011,9.84,,Queens
178554,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Annual Average 2012,12/01/2011,9.46,,Queens
178555,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Annual Average 2012,12/01/2011,8.9,,Queens
178556,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,404,Bayside - Little Neck,Annual Average 2012,12/01/2011,8.55,,Queens
178557,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,405,Ridgewood - Forest Hills,Annual Average 2012,12/01/2011,8.83,,Queens
178558,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,406,Fresh Meadows,Annual Average 2012,12/01/2011,8.63,,Queens
178559,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,407,Southwest Queens,Annual Average 2012,12/01/2011,8.32,,Queens
178560,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,408,Jamaica,Annual Average 2012,12/01/2011,8.48,,Queens
178561,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,409,Southeast Queens,Annual Average 2012,12/01/2011,8.04,,Queens
178562,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,410,Rockaways,Annual Average 2012,12/01/2011,7.36,,Queens
178563,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,501,Port Richmond,Annual Average 2012,12/01/2011,8.55,,Staten Island
178564,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,502,Stapleton - St. George,Annual Average 2012,12/01/2011,8.18,,Staten Island
178565,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Annual Average 2012,12/01/2011,8.52,,Staten Island
